"token","staff_token","t1","t2","t3","dsq1_qbtitle","dsq1_qbid","dsq1_qbresp","dsq2_qbtitle","dsq2_qbid","dsq2_qbresp","dsq3_qbtitle","dsq3_qbid","dsq3_qbresp","t5c","t6c","t7","t7_comments_qpresp","t4","q21_average_question_score_average_question_score","mod_subjectid","mod_class_id","mod_class_name","mod_transformed","mod_term","mod_evaluation_start_date","mod_evaluation_end_date","mod_ay","mod_sem","mod_rptterm","mod_module_code","mod_activity_code","mod_activity_type","mod_class_no","mod_activity_code_report","mod_rpt_activity_type","mod_module_name","mod_crseid","mod_faculty_code","mod_faculty","mod_dept_code","mod_department","mod_evaluate_class_option","mod_year_long_module","mod_level","mod_rptfaccd","mod_rptfacdesc","mod_dept_average_by_activity","mod_rptdeptavgactivitydesc","mod_dept_average_by_activity_and_level","mod_rptdeptavgactivitylvldesc","mod_faculty_average_by_activity","mod_rptfacavgactivitydesc","mod_faculty_average_by_activity_and_level","mod_rptfacavgactivitylvldesc","mod_isismoddeptcd","mod_isismodfaccd","mod_merge_classid","mod_common_name","mod_is_prime"
"971_1532","92640_94","2","4","3","","","","","","","","","","Good text 5","Bad text 10","0","Awesome text 13","","","","LAF2201","Introduction to Modern Physics","","920","","","9","2","920","1135","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9739_1686","22422_97","5","4","5","","","","","","","","","","Good text 6","Bad text 8","0","","","","","EC3371","English For Academic Purposes (Engg)","","1810","","","18","1","1810","1717","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9739_1686","55293_28","1","5","3","","","","","","","","","","Good text 2","Bad text 7","1","","","","","MA1505","Quantitative Reasoning","","1810","","","18","1","1810","2443","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9739_1686","80261_78","5","2","5","","","","","","","","","","Good text 9","Bad text 8","0","","","","","NM1101E","Asking Questions","","1810","","","18","1","1810","1220","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9739_1686","1185_45","4","5","5","","","","","","","","","","Good text 13","Bad text 5","0","","","","","CL2280","Computer Architecture","","1810","","","18","1","1810","1203","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9739_1686","81105_67","2","1","4","","","","","","","","","","Good text 3","Bad text 4","0","Awesome text 12","","","","GES1021","Strategies for Sustainable Architecture","","1810","","","18","1","1810","1787","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9739_1686","88474_98","4","5","1","","","","","","","","","","Good text 5","Bad text 5","1","Awesome text 12","","","","CS2102","Mechanics Of Machines","","1810","","","18","1","1810","1212","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9739_1686","78956_37","2","3","2","","","","","","","","","","Good text 7","Bad text 7","1","","","","","LSM3223","Entrepreneurship","","1810","","","18","1","1810","1071","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","73800_21","2","1","4","","","","","","","","","","Good text 7","Bad text 10","1","Awesome text 12","","","","DP1001","Mathematics I","","1410","","","14","1","1410","1022","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","18115_58","4","2","3","","","","","","","","","","Good text 4","Bad text 5","1","Awesome text 2","","","","GEK2506","Introductory Bioinformatics","","1410","","","14","1","1410","8749","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","21726_78","4","2","1","","","","","","","","","","Good text 5","Bad text 2","0","","","","","ACC1002","B.Eng. Dissertation","","1410","","","14","1","1410","1041","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","54815_63","4","1","5","","","","","","","","","","Good text 8","Bad text 2","0","Awesome text 9","","","","PF1101","Bahasa Indonesia 2","","1410","","","14","1","1410","1184","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","73061_93","3","4","2","","","","","","","","","","Good text 11","Bad text 3","0","","","","","ACC2002","Introduction to Economic Analysis","","1410","","","14","1","1410","1104","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","50386_85","5","3","1","","","","","","","","","","Good text 8","Bad text 9","0","","","","","DP1001","Mathematics I","","1410","","","14","1","1410","1136","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","48151_66","3","5","1","","","","","","","","","","Good text 1","Bad text 5","0","Awesome text 12","","","","ACC1006","Personal Development & Career Management","","1410","","","14","1","1410","1983","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9768_188","8523_83","3","4","5","","","","","","","","","","Good text 11","Bad text 11","1","","","","","CN3135","Simulation","","1410","","","14","1","1410","1119","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","53007_71","5","3","1","","","","","","","","","","Good text 13","Bad text 13","0","","","","","GE1101E","General Physiology","","1020","","","10","2","1020","1262","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","40023_85","5","1","2","","","","","","","","","","Good text 10","Bad text 12","1","Awesome text 3","","","","SC1101E","Physics IE","","1020","","","10","2","1020","15257","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","24832_21","4","5","1","","","","","","","","","","Good text 1","Bad text 6","0","Awesome text 13","","","","LSM1102","Discrete Structures","","1020","","","10","2","1020","1330","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","4523_31","2","2","5","","","","","","","","","","Good text 13","Bad text 6","0","","","","","CS1102C","Making of Modern Europe","","1020","","","10","2","1020","2209","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","49880_74","2","3","2","","","","","","","","","","Good text 6","Bad text 6","0","Awesome text 8","","","","ST1232","Microeconomic Analysis I","","1020","","","10","2","1020","1024","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","19408_54","4","2","2","","","","","","","","","","Good text 10","Bad text 3","0","","","","","CFG1010","Engineering Professionalism","","1020","","","10","2","1020","1026","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","2642_87","3","4","4","","","","","","","","","","Good text 6","Bad text 11","0","","","","","LSM4243","Enterprise Systems Server-side Design and Development","","1020","","","10","2","1020","1180","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9771_15","11846_68","3","5","1","","","","","","","","","","Good text 12","Bad text 8","0","Awesome text 8","","","","SSS1207","Physics in the Life Sciences","","1020","","","10","2","1020","1249","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","48323_20","3","5","3","","","","","","","","","","Good text 8","Bad text 2","0","","","","","SSA2209","B.Tech. Dissertation","","1520","","","15","2","1520","1788","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","36324_13","3","3","5","","","","","","","","","","Good text 12","Bad text 13","0","","","","","PS2249","Signals","","1520","","","15","2","1520","2786","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","69661_91","1","4","1","","","","","","","","","","","Bad text 1","0","Awesome text 5","","","","SW1101E","Macro And International Economics","","1520","","","15","2","1520","1087","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","60178_13","4","4","4","","","","","","","","","","Good text 6","Bad text 3","0","Awesome text 10","","","","HY1101E","Microeconomic Analysis II","","1520","","","15","2","1520","1229","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","72366_70","2","1","3","","","","","","","","","","Good text 12","Bad text 3","0","","","","","ST2137","Sociology of Deviance","","1520","","","15","2","1520","1337","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","73545_50","2","2","3","","","","","","","","","","Good text 2","Bad text 8","1","Awesome text 2","","","","DSC2008","Natural Heritage of Singapore","","1520","","","15","2","1520","3960","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","23179_92","5","5","1","","","","","","","","","","Good text 1","Bad text 9","1","Awesome text 3","","","","GEK1527","Legal Environment Of Business","","1520","","","15","2","1520","1072","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9817_340","47550_84","2","2","2","","","","","","","","","","Good text 10","Bad text 11","0","Awesome text 12","","","","PC1322","South Asia : People, Culture, Develop'm","","1520","","","15","2","1520","1073","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9818_1334","10471_68","3","5","2","","","","","","","","","","Good text 11","Bad text 13","0","","","","","GEK1055","Principles of Modern Chemistry","","1510","","","15","1","1510","1187","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9818_1334","8696_96","5","3","2","","","","","","","","","","Good text 13","Bad text 9","1","Awesome text 11","","","","MKT1003","Management And Organisation","","1510","","","15","1","1510","1189","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9818_1334","83237_9","2","5","1","","","","","","","","","","Good text 13","Bad text 6","0","Awesome text 3","","","","EC1301","Financial Accounting","","1510","","","15","1","1510","2037","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9818_1334","25990_83","4","1","2","","","","","","","","","","Good text 12","Bad text 8","0","","","","","CN2122","Chemical Engineering Principles","","1510","","","15","1","1510","15554","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9818_1334","90859_53","1","4","5","","","","","","","","","","Good text 9","Bad text 1","1","","","","","IS2102","Anthropology and the Human Condition","","1510","","","15","1","1510","12337","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9818_1334","14711_42","3","3","4","","","","","","","","","","Good text 1","Bad text 2","0","","","","","CS1010E","Principles of Marketing","","1510","","","15","1","1510","1095","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9818_1334","9456_12","3","1","2","","","","","","","","","","Good text 9","Bad text 13","1","","","","","MA1512","Electronic Devices","","1510","","","15","1","1510","1125","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9819_1225","57983_36","5","5","4","","","","","","","","","","Good text 12","Bad text 1","1","Awesome text 5","","","","LAC1201","Social Psychology","","1810","","","18","1","1810","6155","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9819_1225","21589_52","4","4","5","","","","","","","","","","Good text 12","Bad text 6","1","","","","","CE2134","Pathology","","1810","","","18","1","1810","1659","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9819_1225","93051_5","4","2","2","","","","","","","","","","Good text 12","Bad text 12","0","","","","","CN3421","Mathematical Statistics","","1810","","","18","1","1810","1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9819_1225","83485_8","4","4","1","","","","","","","","","","Good text 4","Bad text 5","1","Awesome text 1","","","","PH1102E","Legal Analysis, Research & Communication","","1810","","","18","1","1810","1787","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
