token,m1,m2,m3,m4c,m5c,mlo1_qbtitle,mlo1_qbid,mlo1_qbresp,mlo2_qbtitle,mlo2_qbid,mlo2_qbresp,mlo3_qbtitle,mlo3_qbid,mlo3_qbresp,mlo4_qbtitle,mlo4_qbid,mlo4_qbresp,mlo5_qbtitle,mlo5_qbid,mlo5_qbresp,mlo6_qbtitle,mlo6_qbid,mlo6_qbresp,mlo7_qbtitle,mlo7_qbid,mlo7_qbresp,mod_subjectid,mod_class_id,mod_class_name,mod_transformed,mod_term,mod_evaluation_start_date,mod_evaluation_end_date,mod_ay,mod_sem,mod_rptterm,mod_module_code,mod_activity_code,mod_activity_type,mod_class_no,mod_activity_code_report,mod_rpt_activity_type,mod_module_name,mod_crseid,mod_faculty_code,mod_faculty,mod_dept_code,mod_department,mod_evaluate_class_option,mod_year_long_module,mod_level,mod_rptfaccd,mod_rptfacdesc,mod_dept_average_by_activity,mod_rptdeptavgactivitydesc,mod_dept_average_by_activity_and_level,mod_rptdeptavgactivitylvldesc,mod_faculty_average_by_activity,mod_rptfacavgactivitydesc,mod_faculty_average_by_activity_and_level,mod_rptfacavgactivitylvldesc,mod_isismoddeptcd,mod_isismodfaccd,mod_merge_classid,mod_common_name
62231_547,2,3,4,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,MA1102R,Southeast Asia: A Changing Region,,820,,,8,2,820,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_547,2,3,5,Good text 8,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,820,,,8,2,820,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269_1263,4,4,3,Good text 3,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CE2134,Pathology,,1720,,,17,2,1720,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269_1263,3,2,4,Good text 13,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MKT1003X,Biochemistry of Biomolecules,,1720,,,17,2,1720,15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269_1263,2,2,2,Good text 2,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,LSM2251,Corporate Finance,,1720,,,17,2,1720,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269_1263,5,2,1,Good text 12,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GEM2027,"Process Safety, Health and Environment",,1720,,,17,2,1720,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269_1263,2,4,1,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,GE1101E,General Physiology,,1720,,,17,2,1720,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269_1263,4,1,3,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,NCC1000,Metabolism and Regulation,,1720,,,17,2,1720,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269_1263,2,5,5,Good text 5,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CM4199A,Water Resources Engineering,,1720,,,17,2,1720,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62300_1541,2,3,4,Good text 2,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,DSC2006,Managerial Economics,,1410,,,14,1,1410,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62300_1541,3,3,1,Good text 8,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,GEK1517,Social Inequalities : Who Gets Ahead?,,1410,,,14,1,1410,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62300_1541,4,2,4,Good text 2,,,,,,,,,,,,,,,,,,,,,,,,EC3304,Biological Psychology,,1410,,,14,1,1410,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62300_1541,5,4,5,Good text 8,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EC1301,Financial Accounting,,1410,,,14,1,1410,4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62300_1541,3,2,1,Good text 4,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ME4101A,Industrial Attachment,,1410,,,14,1,1410,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62300_1541,1,4,4,Good text 11,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1410,,,14,1,1410,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62300_1541,4,1,5,Good text 6,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,GEK1055,Principles of Modern Chemistry,,1410,,,14,1,1410,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_1149,5,2,4,Good text 13,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ES1531,Computer Graphics,,1310,,,13,1,1310,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_1149,2,2,3,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CFG1010,Engineering Professionalism,,1310,,,13,1,1310,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_1149,3,2,4,Good text 7,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,ST3236,Research Methodology & Ethics,,1310,,,13,1,1310,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_1149,4,4,5,Good text 3,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,BN2201,Introduction to International Relations,,1310,,,13,1,1310,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_1149,4,3,2,,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,TG1401,Mechanical Systems Design II,,1310,,,13,1,1310,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_1149,4,3,2,Good text 2,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EC2102,Understanding the Universe,,1310,,,13,1,1310,7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6232_1149,5,5,1,Good text 2,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,NM2102,Construction Technology,,1310,,,13,1,1310,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,1,4,1,Good text 3,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,LAG2201,Accounting for Decision Makers,,1720,,,17,2,1720,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,2,5,1,Good text 3,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1720,,,17,2,1720,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,5,4,5,Good text 10,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ES1000,Real-Time Operating Systems,,1720,,,17,2,1720,15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,3,1,2,Good text 2,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,RE2104,"Leisure, Recreation and Tourism",,1720,,,17,2,1720,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,4,2,5,Good text 5,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,ST3236,Research Methodology & Ethics,,1720,,,17,2,1720,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,2,1,3,Good text 7,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1720,,,17,2,1720,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,3,1,2,Good text 2,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EE2010,Transition Metal Chemistry,,1720,,,17,2,1720,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62321_267,1,2,3,Good text 2,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,GEQ1000,Operations Management,,1720,,,17,2,1720,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62326_1872,2,2,2,Good text 5,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,PL2132,Writing Academically: Arts and Social Sciences,,1610,,,16,1,1610,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62326_1872,2,5,1,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CFG1010,Engineering Professionalism,,1610,,,16,1,1610,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62326_1872,3,3,5,Good text 1,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,LSM1301,Introduction to Psychology,,1610,,,16,1,1610,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62326_1872,2,2,5,Good text 3,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,GEM2901,Heat Transfer,,1610,,,16,1,1610,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62326_1872,2,2,1,Good text 12,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CS1020,English for Academic Purposes,,1610,,,16,1,1610,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62326_1872,2,4,2,Good text 11,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,CS1020,English for Academic Purposes,,1610,,,16,1,1610,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62326_1872,5,2,4,Good text 11,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,DSC2003,Organic Chemistry 2,,1610,,,16,1,1610,15258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,5,4,2,Good text 11,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1140,,,11,4,1140,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,1,4,4,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,PA2106,Honours Project in Chemistry,,1140,,,11,4,1140,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,4,2,2,Good text 5,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EC2373,Anatomy and Physiology II,,1140,,,11,4,1140,15555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,5,1,1,Good text 5,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,HY1101E,Microeconomic Analysis II,,1140,,,11,4,1140,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,3,2,3,Good text 10,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,SC2204,Systems Design Project,,1140,,,11,4,1140,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,4,2,5,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,LAT1201,Investment Analysis and Portfolio Management,,1140,,,11,4,1140,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,2,5,2,Good text 7,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,BSP1004,Probability,,1140,,,11,4,1140,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62397_497,4,3,2,Good text 7,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,SSS1207,Physics in the Life Sciences,,1140,,,11,4,1140,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,5,4,4,Good text 8,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,ME6999,Quality Engineering I,,1110,,,11,1,1110,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,4,1,2,Good text 3,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,CG2271,Evidence (A),,1110,,,11,1,1110,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,4,2,4,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EC2303,Science of Music,,1110,,,11,1,1110,7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,3,1,5,Good text 5,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ES2002,Fluid Mechanics I,,1110,,,11,1,1110,7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,3,4,1,Good text 12,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CM1131,Malay 1,,1110,,,11,1,1110,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,2,2,5,Good text 7,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EG1109,Computer Organisation,,1110,,,11,1,1110,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,1,4,5,Good text 1,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,CM2101,Chinese Language: Its Past and Present,,1110,,,11,1,1110,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62444_102,1,1,2,Good text 11,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PL3234,Industrial Attachment Programme,,1110,,,11,1,1110,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,2,5,5,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,GEK1521,Professional Communication,,610,,,6,1,610,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,5,2,5,Good text 12,,,,,,,,,,,,,,,,,,,,,,,,LC1003,Organic Chemistry for Engineers,,610,,,6,1,610,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,2,1,4,,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,ME3112,Public Health in Action,,610,,,6,1,610,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,4,3,1,,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CS1101C,Business Communication for Leaders (BBA),,610,,,6,1,610,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,3,2,1,Good text 13,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,IT1001,Introduction to Theatre and Performance,,610,,,6,1,610,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,3,1,5,Good text 13,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,MA1301,Molecular Biology,,610,,,6,1,610,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,5,2,3,Good text 8,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CS1020,English for Academic Purposes,,610,,,6,1,610,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255_89,2,5,2,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,IE2130,Quantitative Research Methods,,610,,,6,1,610,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,3,1,5,Good text 4,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CS1020,English for Academic Purposes,,1420,,,14,2,1420,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,4,3,5,,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1420,,,14,2,1420,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,4,3,3,Good text 1,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LAB1201,Introduction to Japanese Studies,,1420,,,14,2,1420,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,4,1,4,Good text 5,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,PS2249,Signals,,1420,,,14,2,1420,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,3,2,3,Good text 7,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,NUR1110,Computational Thinking,,1420,,,14,2,1420,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,5,4,4,Good text 6,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CS1101C,Business Communication for Leaders (BBA),,1420,,,14,2,1420,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,3,4,4,Good text 8,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,JS1101E,Software Engineering,,1420,,,14,2,1420,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587_607,5,2,5,Good text 10,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,CE3132,Innovativeness In Engineering Design,,1420,,,14,2,1420,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590_1582,3,2,2,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,EE2004,Experiments in Chemistry 1,,1320,,,13,2,1320,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590_1582,3,2,4,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LAB1201,Introduction to Japanese Studies,,1320,,,13,2,1320,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590_1582,5,4,4,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EC2104,Chemistry for Life Sciences,,1320,,,13,2,1320,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590_1582,2,2,1,Good text 12,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1320,,,13,2,1320,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590_1582,3,4,1,Good text 13,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,ES1000,Real-Time Operating Systems,,1320,,,13,2,1320,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590_1582,3,4,2,Good text 10,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CS1010S,Law Of Contract,,1320,,,13,2,1320,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62590_1582,5,4,2,Good text 4,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PH1102E,"Legal Analysis, Research & Communication",,1320,,,13,2,1320,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610_1539,2,5,2,Good text 13,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,610,,,6,1,610,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610_1539,2,2,1,Good text 12,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,LAJ1201,DOCTORAL SEMINARS,,610,,,6,1,610,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610_1539,5,2,4,Good text 6,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EC1301,Financial Accounting,,610,,,6,1,610,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610_1539,1,1,1,Good text 2,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MA1511,Differential Equations for Engineering,,610,,,6,1,610,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610_1539,2,5,3,Good text 12,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,610,,,6,1,610,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610_1539,5,4,3,Good text 4,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,BSP2001,Genes and Society,,610,,,6,1,610,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62610_1539,5,5,1,Good text 10,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,EL1101E,General Biology,,610,,,6,1,610,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,1,4,2,Good text 11,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CN4118R,Power Electronics,,720,,,7,2,720,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,4,4,3,Good text 3,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GL1101E,Public Finance,,720,,,7,2,720,5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,3,1,2,Good text 1,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,720,,,7,2,720,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,4,3,1,Good text 6,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PC2232,Circuit and Systems Design Lab,,720,,,7,2,720,1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,1,1,5,Good text 6,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,DSC2008,Natural Heritage of Singapore,,720,,,7,2,720,1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,1,3,4,Good text 10,,,,,,,,,,,,,,,,,,,,,,,,TS1101E,Research and Statistical Methods II,,720,,,7,2,720,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,1,4,2,Good text 6,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PR4105,BIOSTATISTICS FOR BASIC RESEARCH,,720,,,7,2,720,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283_472,2,1,4,Good text 1,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,SC1101E,Physics IE,,720,,,7,2,720,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,2,3,4,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1420,,,14,2,1420,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,1,2,4,Good text 3,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,MA3220,Introduction to Information Security,,1420,,,14,2,1420,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,4,4,1,Good text 3,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,PC2232,Circuit and Systems Design Lab,,1420,,,14,2,1420,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,5,1,4,Good text 9,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,PL3235,Quantitative Methods for Economic Analysis,,1420,,,14,2,1420,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,4,3,5,Good text 9,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,CS1231,Nation-Building in Singapore,,1420,,,14,2,1420,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,1,4,2,Good text 8,,,,,,,,,,,,,,,,,,,,,,,,ME4101A,Industrial Attachment,,1420,,,14,2,1420,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,4,4,2,Good text 2,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,EG3602,Retelling Chinese Stories: Change and Continuity,,1420,,,14,2,1420,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315_638,2,5,2,Good text 11,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,LAG2201,Accounting for Decision Makers,,1420,,,14,2,1420,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341_1650,4,4,1,Good text 12,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,ME3122,Sensors & Actuators,,1410,,,14,1,1410,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341_1650,3,5,5,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1410,,,14,1,1410,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341_1650,3,4,1,Good text 11,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM3212,Engineering Electromagnetics,,1410,,,14,1,1410,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341_1650,2,2,1,Good text 1,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,ST1131A,Operations Research I,,1410,,,14,1,1410,8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341_1650,5,1,1,Good text 7,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LAF2201,Introduction to Modern Physics,,1410,,,14,1,1410,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341_1650,5,3,5,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,LSM1101,"Communications, New Media and Society",,1410,,,14,1,1410,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341_1650,3,1,3,,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,MA1505,Quantitative Reasoning,,1410,,,14,1,1410,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,3,3,2,Good text 6,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1310,,,13,1,1310,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,5,1,2,Good text 6,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,ST2334,Foundations for Econometrics,,1310,,,13,1,1310,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,5,5,4,Good text 7,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,GEK1900,World Religions,,1310,,,13,1,1310,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,2,4,3,Good text 1,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,PR2202,Construction Project Management,,1310,,,13,1,1310,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,4,4,3,Good text 6,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,HY1101E,Microeconomic Analysis II,,1310,,,13,1,1310,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,3,2,5,Good text 8,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PC1222,Macroeconomic Analysis II,,1310,,,13,1,1310,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,3,3,4,Good text 13,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GEK2001,Introduction to Electronic Commerce,,1310,,,13,1,1310,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_285,5,2,3,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PR3101,Equity & Trusts (B),,1310,,,13,1,1310,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,4,2,1,Good text 2,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,ST1131,Calculus,,1410,,,14,1,1410,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,2,4,5,Good text 12,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PC1327,IS Innovations in Organisations and Society,,1410,,,14,1,1410,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,3,3,4,Good text 6,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ME2143,Fundamental Pharmacology,,1410,,,14,1,1410,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,5,2,1,Good text 4,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,1410,,,14,1,1410,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,1,3,3,Good text 2,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EL1101E,General Biology,,1410,,,14,1,1410,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,1,5,4,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EG1108,Linear Algebra I,,1410,,,14,1,1410,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,2,5,5,Good text 1,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,PS3257,Financial And Management Accounting,,1410,,,14,1,1410,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350_505,1,1,2,Good text 8,,,,,,,,,,,,,,,,,,,,,,,,EG2401,Principles of Economics,,1410,,,14,1,1410,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392_1877,3,1,1,Good text 5,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1610,,,16,1,1610,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392_1877,1,4,4,Good text 10,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1610,,,16,1,1610,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392_1877,2,3,4,Good text 12,,,,,,,,,,,,,,,,,,,,,,,,ACC1002,B.Eng. Dissertation,,1610,,,16,1,1610,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
